run_id,modelo,quantizacao,pergunta_id,tipo,resposta_gerada,ids_recuperados,ids_citados,citacoes_validas,total_citacoes,alucinacao,recusou_correto,latencia_1tok_s,tokens_por_s,vram_gb,temperatura,seed,timestamp
r011,qwen2.5-7b-instruct-1m,,Q11,Factual direta,"O discurso de Damares Alves sobre a PMDF não mencionou nenhum projeto de lei específico [D1]. O pronunciamento foi centrado na comemoração do Dia da Polícia Militar do Distrito Federal, destacando a excelência da PMDF e defendendo a valorização da carreira policial.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1,1,1,0,,2.925,16.2,,0.1,42,2026-06-09T10:29:16
r012,qwen2.5-7b-instruct-1m,,Q12,Factual direta,"O tema atribuído ao discurso de Confúcio Moura sobre seu aniversário foi ""Outros"". Isso pode ser observado no registro [D1], onde ele expressou satisfação com a celebração do aniversário de 77 anos. Embora o discurso não mencione um tema específico relacionado ao conteúdo principal, ele se enquadra na categoria ""Outros"" de acordo com as estatísticas agregadas que indicam essa frequência para discursos sem categorias predominantes [Estatísticas agregadas].",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1,1,1,0,,2.879,22.01,,0.1,42,2026-06-09T10:29:22
r013,qwen2.5-7b-instruct-1m,,Q13,Factual direta,"A Sessão Solene do Dia da PMDF foi aberta por Izalci Lucas [D5] e encerrada por Izalci Lucas também [D3]. No período analisado, Izalci Lucas foi o parlamentar mais ativo com 7 discursos, destacando-se em temas como Segurança e Política.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D5;D3,2,2,0,,2.866,16.94,,0.1,42,2026-06-09T10:29:26
r014,qwen2.5-7b-instruct-1m,,Q14,Factual direta,"O discurso de Frederico Cabral de Menezes sobre a Conab foi registrado como sendo do partido **nan** e da unidade federativa **nan**, pois as informações sobre o partido e a UF do orador não foram fornecidas nas fontes disponíveis [D1]. No entanto, com base nos padrões observados no período analisado (2025-05-05 a 2025-05-16), podemos notar que parlamentares como Paulo Paim e Eduardo Girão foram extremamenteativos, destacando-se em debates sobre temas como economia e trabalho [D7].",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14,D1;D7,2,2,0,,2.912,23.64,,0.1,42,2026-06-09T10:29:32
r015,qwen2.5-7b-instruct-1m,,Q15,Agregacao/contagem,"No corpus de discursos analisado, há um total de 13 pronunciamentos sobre o tema Segurança [D1, D2, D3, D4, D9]. Embora o período seja curto (de 2025-05-14 a 2025-05-16), essa é uma frequência significativa, destacando a preocupação com segurança pública e policial.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D2;D3;D4;D9,5,5,0,,2.874,19.51,,0.1,42,2026-06-09T10:29:36
r016,qwen2.5-7b-instruct-1m,,Q16,Agregacao/contagem,"O senador Paulo Paim foi o parlamentar mais ativo no período coberto, com 16 discursos [D1]. Ele lidera os rankings globais de parlamentares mais ativos, destacando-se pela frequência em que se manifestou durante a amostra analisada.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10,D1,1,1,0,,2.962,15.03,,0.1,42,2026-06-09T10:29:41
r017,qwen2.5-7b-instruct-1m,,Q17,Agregacao/contagem,"Nenhum dos discursos na amostra mencionou diretamente a Polícia Militar do Distrito Federal [D1] [D2] [D3]. No entanto, três parlamentares (Izalci Lucas) fizeram referência indireta ao tema durante sessões solenes em comemoração ao Dia da Polícia Militar do DF. Embora o período seja curto e a amostra limitada, isso sugere que os senadores priorizaram outros temas como Segurança e Política no contexto das sessões [D1] [D2].",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D2;D3;D1;D2,5,5,0,,2.912,22.5,,0.1,42,2026-06-09T10:29:46
r018,qwen2.5-7b-instruct-1m,,Q18,Agregacao/contagem,"Os três temas mais recorrentes nos discursos do período foram Trabalho, Política e Economia. De acordo com as estatísticas agregadas, esses tópicos representaram 44%, 41% e 7% dos discursos totais, respectivamente [D1]. Essas frequências refletem a atuação predominante dos parlamentares no período analisado.",D1;D2,D1,1,1,0,,2.494,20.39,,0.1,42,2026-06-09T10:29:50
r019,qwen2.5-7b-instruct-1m,,Q19,Agregacao/contagem,"Com base nos dados fornecidos, no dia 16 de maio de 2025, foram discursados por **3 senadores diferentes**. Essa conclusão é extraída diretamente da lista de discursos disponíveis nas fontes recuperadas, onde os parlamentares que se pronunciaram nesse dia são: Paulo Paim [D7], Eduardo Girão (não presente na amostra) e Izalci Lucas (não presente na amostra).   Embora o período seja curto, podemos observar uma predominância de temas relacionados ao **Trabalho**. No total, 44 discursos abordaram esse tema, destacando-se sua relevância no contexto dos pronunciamentos parlamentares.  Se a pergunta exigir mais detalhes sobre presença física ou outros aspectos ausentes das fontes, seria necessário considerar padrões de discursos e temas como alternativa.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D7,1,1,0,,2.985,27.33,,0.1,42,2026-06-09T10:29:58
r020,qwen2.5-7b-instruct-1m,,Q20,Agregacao/contagem,"Eduardo Girão proferiu 9 discursos no período de 2025-05-05 a 2025-05-16, conforme evidenciado pelas fontes [D1], [D2], [D4], [D5], [D6], [D7], [D8], [D9] e [D10]. Essa frequência o coloca entre os senadores mais ativos da amostra, com uma média de 1 discurso por dia.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14,D1;D2;D4;D5;D6;D7;D8;D9;D10,9,9,0,,3.034,21.22,,0.1,42,2026-06-09T10:30:03
r021,qwen2.5-7b-instruct-1m,,Q21,Agregacao/contagem,"O corpus abrange sessões em 2 datas distintas: 14 e 16 de maio de 2025 [D6] [D1]. Embora o período seja curto, é possível observar uma concentração dos discursos em torno do tema da Segurança, liderado por parlamentares como Izalci Lucas [D1, D4, D5, D3], destacando a importância da Polícia Militar do Distrito Federal.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D6;D1;D1;D4;D5;D3,6,6,0,,2.749,20.24,,0.1,42,2026-06-09T10:30:08
r022,qwen2.5-7b-instruct-1m,,Q22,Agregacao/contagem,"Foram classificados **41 discursos** com o tema Política na amostra de 152 pronunciamentos analisados [D1, D3, D4, D7]. Essa frequência está alinhada aos dados agregados que indicam a predominância do tema Política como um dos mais abordados pelos senadores durante o período [Estatísticas agregadas].",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D3;D4;D7,4,4,0,,2.914,18.04,,0.1,42,2026-06-09T10:30:13
r023,qwen2.5-7b-instruct-1m,,Q23,Comparacao,"Entre Eduardo Girão e Izalci Lucas, Eduardo Girão discursou mais vezes no período analisado. Com base nas estatísticas agregadas, Eduardo Girão teve 16 pronunciamentos, enquanto Izalci Lucas fez apenas 3 [D2], [D3], [D9]. Essa diferença é evidente e reflete a maior atividade parlamentar de Eduardo Girão durante o intervalo considerado.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D2;D3;D9,3,3,0,,2.895,19.53,,0.1,42,2026-06-09T10:30:18
r024,qwen2.5-7b-instruct-1m,,Q24,Comparacao,"Os discursos de Leila Barros e Damares Alves sobre a PMDF não trataram dos mesmos pontos principais. Enquanto Leila Barros se concentrou na importância da PMDF para a segurança, no reconhecimento profissional e salarial da categoria, além do Fundo Constitucional do Distrito Federal [D1], Damares Alves destacou a excelência da PMDF como a melhor polícia do Brasil e defendeu a valorização da carreira policial com promoções e reajustes salariais [D2]. Ambos os discursos foram proferidos em sessões solenes, mas abordaram aspectos diferentes do tema.",D1;D2;D3;D4;D5,D1;D2,2,2,0,,2.728,25.33,,0.1,42,2026-06-09T10:30:23
r025,qwen2.5-7b-instruct-1m,,Q25,Comparacao,"Com base nos dados fornecidos e na análise das estatísticas agregadas, os temas ""Trabalho"" e ""Política"" foram discutidos em 44 e 41 discursos respectivamente [Estatísticas agregadas]. Portanto, o tema **Política** teve mais discursos do que Trabalho durante o período analisado.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,,0,0,0,,2.872,17.64,,0.1,42,2026-06-09T10:30:28
r026,qwen2.5-7b-instruct-1m,,Q26,Comparacao,"As posições de Leila Barros (PDT) e Damares Alves (REPUBLICANOS) sobre a valorização da PMDF foram convergentes em relação ao reconhecimento da importância da instituição para a segurança pública. Ambas defendem a necessidade de valorização, destacando promoções, reajustes salariais e melhorias nas condições de trabalho [D2]. No entanto, o período analisado é curto (10 dias), limitando uma análise mais detalhada das variações entre os temas abordados por cada parlamentar.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D2,1,1,0,,2.866,23.08,,0.1,42,2026-06-09T10:30:33
r027,qwen2.5-7b-instruct-1m,,Q27,Comparacao,"Os discursos sobre a PMDF foram feitos por senadores de diferentes estados, mas sem predominância geográfica clara na amostra fornecida. Entre os parlamentares mencionados, Leila Barros e Damares Alves participaram do evento, sendo que Leila Barros é da Bahia [D1], enquanto Damares Alves representa o Ceará [D2]. Os demais discursos não abordam diretamente a PMDF. Com apenas dois discursos relacionados à PMDF, não há evidência de predominância regional nos parlamentares que comentaram sobre o tema durante o período analisado.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10,D1;D2,2,2,0,,2.947,23.68,,0.1,42,2026-06-09T10:30:39
r028,qwen2.5-7b-instruct-1m,,Q28,Comparacao,"Comparando os discursos de 14/05 e 16/05/2025, houve uma variação no foco temático. Em 14/05, o tema predominante foi **Trabalho** com 7 discursos, enquanto em 16/05, a discussão central foi **Política**, refletindo um aumento na relevância de temas institucionais [D1]. Isso pode estar relacionado à agenda parlamentar ou eventos específicos ocorridos nesses dias.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1,1,1,0,,2.973,21.75,,0.1,42,2026-06-09T10:30:45
r029,qwen2.5-7b-instruct-1m,,Q29,Busca por tema,"Dos 152 discursos analisados no período de 2025-05-05 a 2025-05-16, apenas cinco trataram do tema Segurança [D1], [D3], [D4], [D9] e [D10]. Entre os parlamentares que se manifestaram sobre esse assunto estão Izalci Lucas (PL) com dois discursos ([D1], [D4]), Damares Alves (REPUBLICANOS) ([D3]), Margareth Buzetti (PSD) ([D9]) e Eduardo Girão (NOVO) ([D10]). A questão de segurança foi destacada, especialmente em relação à valorização da Polícia Militar do Distrito Federal [D1, D2, D3], à violência sexual contra crianças e adolescentes [D9] e às precárias condições de saúde pública no Ceará [D10]. Embora o período seja curto, essas discussões indicam a relevância do tema para os senadores.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D3;D4;D9;D10;D1;D4;D3;D9;D10;D1;D2;D3;D9;D10,15,15,0,,2.958,29.57,,0.1,42,2026-06-09T10:30:52
r030,qwen2.5-7b-instruct-1m,,Q30,Busca por tema,"Não foram encontrados discursos que mencionem apostas esportivas ou empresas de apostas online na amostra de 152 pronunciamentos analisada [D1] a [D5]. O tema mais predominante nas discussões foi ""Política"", com 41 registros, enquanto ""Trabalho"" apareceu em 44 discursos. Embora o período seja curto (de 2025-05-05 a 2025-05-16), os parlamentares se concentraram principalmente nas questões de igualdade racial e políticas públicas, sem abordar diretamente apostas esportivas.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11,D1;D5,2,2,0,,2.899,24.36,,0.1,42,2026-06-09T10:30:58
r031,qwen2.5-7b-instruct-1m,,Q31,Busca por tema,"Os discursos relacionados à Companhia Nacional de Abastecimento (Conab) foram feitos em uma sessão solene celebrando seu aniversário de 35 anos, ocorrida em 14 de maio de 2025. Foram registradas contribuições significativas do Conab na segurança alimentar e no abastecimento, com destaque para a atuação dos parlamentares Paulo Paim [D6], FREDERICO CABRAL DE MENEZES [D1], JULCIANE ANZILAGO [D2], Sérgio Petecão [D7] e Zenaide Maia [D9]. O tema foi abordado por 5 parlamentares, representando 3% do total de discursos no período analisado.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D6;D1;D2;D7;D9,5,5,0,,2.848,26.84,,0.1,42,2026-06-09T10:31:05
r032,qwen2.5-7b-instruct-1m,,Q32,Busca por tema,"Com base nos discursos analisados, apenas dois parlamentares mencionaram a valorização de carreiras ou categorias profissionais: Leila Barros [D1] e Damares Alves [D2]. Ambos os discursos se concentraram na valorização da Polícia Militar do Distrito Federal, destacando promoções, reajustes salariais e melhorias nas condições de trabalho.   Ainda que o período seja curto (152 discursos entre 2025-05-05 a 2025-05-16), essas menções indicam uma preocupação com a valorização profissional, especialmente em relação à segurança pública.",D1;D2;D3;D4;D5;D6,D1;D2,2,2,0,,2.749,25.78,,0.1,42,2026-06-09T10:31:11
r033,qwen2.5-7b-instruct-1m,,Q33,Sem resposta no corpus,"Não há menção direta à votação da CPI das Bets nos discursos disponíveis na amostra [D1] a [D5]. O período de análise abrange apenas do dia 07/05/2025 ao dia 16/05/2025, o que pode limitar a obtenção de insights específicos sobre essa votação. No entanto, é relevante destacar que Eduardo Girão mencionou a CPI das Bets em um discurso [D1], sugerindo preocupação com influência das empresas de apostas on-line no futebol brasileiro. Para obter informações mais detalhadas sobre o resultado da votação, seria necessário consultar discursos subsequentes ou fontes adicionais.",D1;D2;D3;D4;D5;D6;D7,D1;D5;D1,3,3,0,0,2.884,25.72,,0.1,42,2026-06-09T10:31:17
r034,qwen2.5-7b-instruct-1m,,Q34,Sem resposta no corpus,"O senador Eduardo Girão discursou sobre temas relacionados à **Política** em janeiro de 2023, conforme consta nos registros disponíveis na amostra. Em [D1] e [D2], ele expressou indignação com a aprovação do Projeto de Lei Complementar nº 177/2023 pela Câmara dos Deputados, destacando preocupações com o impacto fiscal e as consequências para Assembleias Legislativas. Esses discursos refletem sua atuação em temas políticos predominantes na amostra [Estatísticas agregadas].",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D2,2,2,0,0,2.846,23.51,,0.1,42,2026-06-09T10:31:23
r035,qwen2.5-7b-instruct-1m,,Q35,Sem resposta no corpus,"O texto integral do discurso de Damares Alves sobre a PMDF está disponível no registro [D1]. No discurso, ela destaca a excelência da Polícia Militar do Distrito Federal (PMDF), considerada a melhor polícia do Brasil. Além disso, defende a valorização da carreira policial, mencionando promoções e reajustes salariais [D1].  Infelizmente, os registros disponíveis não incluem o texto integral dos discursos. No entanto, podemos inferir que o tema central foi a comemoração do Dia da Polícia Militar do Distrito Federal, destacando a importância da PMDF para a segurança da população e dos Poderes da República em Brasília [D1].",D1;D2;D3;D4,D1;D1;D1,3,3,0,0,2.695,26.5,,0.1,42,2026-06-09T10:31:29
r036,qwen2.5-7b-instruct-1m,,Q36,Sem resposta no corpus,"Não há informações disponíveis sobre os votos recebidos por Paulo Paim na última eleição nos dados fornecidos. A amostra consiste exclusivamente em pronunciamentos parlamentares feitos durante o período de 2025-05-13 a 2025-05-14, totalizando 152 discursos dos senadores do Senado Federal [D1] até [D5]. Para obter insights sobre os votos recebidos por Paulo Paim na eleição, seria necessário acesso a registros eleitorais ou dados oficiais de campanhas e urnas. Contudo, podemos observar que ele foi um dos senadores mais ativos no período analisado, com 16 discursos [D1] até [D5], destacando-se em temas como Economia, Direitos Humanos e Política.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D5;D1;D5,4,4,0,0,2.643,28.34,,0.1,42,2026-06-09T10:31:35
r037,qwen2.5-7b-instruct-1m,,Q37,Sem resposta no corpus,"A senadora Leila Barros, do partido PDT, participou de dois discursos no período entre 2025-05-09 e 2025-05-16. Em um dos pronunciamentos [D1], ela destacou a importância da Polícia Militar do Distrito Federal (PMDF) para a segurança pública, defendendo a valorização da categoria com melhorias salariais e condições de trabalho. No outro discurso [D2], participou de uma sessão especial celebrando o Dia do Trabalhador. Embora suas contribuições sejam relevantes em temas como política e trabalho, seu total de discursos é menor que outros senadores mais ativos na amostra.",D1;D2,D1;D2,2,2,0,0,2.584,26.82,,0.1,42,2026-06-09T10:31:41
r038,qwen2.5-7b-instruct-1m,,Q38,Sem resposta no corpus,"Não foi discutido na Câmara dos Deputados sobre apostas online nos pronunciamentos analisados entre 2025-05-05 e 2025-05-16 [D1] [D2] [D3] [D4] [D5]. Todos os temas abordados foram relacionados a políticas públicas, como reformas tributárias, anistia de crimes, e reservas em concursos públicos. O período é curto (10 dias), o que limita as conclusões, mas não há evidências de debates sobre apostas online nos discursos coletados.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D2;D3;D4;D5,5,5,0,0,2.892,24.06,,0.1,42,2026-06-09T10:31:47
r039,qwen2.5-7b-instruct-1m,,Q39,Sem resposta no corpus,"Com base nos dados disponíveis até 16 de maio de 2025, foram feitos dois discursos sobre a PMDF no Dia da Polícia Militar do Distrito Federal [D1] e [D2]. No total, foram registrados 152 pronunciamentos, dos quais Paulo Paim foi o parlamentar mais ativo com 16 discursos. Os temas predominantes incluem ""Trabalho"" (44) e ""Política"" (41), destacando a importância da PMDF para a segurança pública.  Embora o período seja curto, os discursos indicam uma preocupação com a valorização da categoria, promoções, reajustes salariais e reconhecimento profissional. Aproximadamente 28% dos temas abordados foram relacionados à ""Outros"" categorias, sugerindo que outros aspectos da PMDF também podem ser discutidos no futuro.  Para insights sobre discursos futuros, é importante monitorar os parlamentares mais ativos e os temas emergentes.",D1;D2,D1;D2,2,2,0,0,2.521,31.06,,0.1,42,2026-06-09T10:31:54
r040,qwen2.5-7b-instruct-1m,,Q40,Sem resposta no corpus,"Com base nos discursos disponíveis na amostra de 152 pronunciamentos entre 2025-05-05 e 2025-05-16, não há menção direta da opinião pessoal do Presidente do Senado sobre a CPI das Bets. A maioria dos parlamentares abordou temas como política, economia e direitos humanos, mas o presidente não foi mencionado em nenhum dos discursos analisados [D1] [D2] [D3] [D4] [D5].   Embora a amostra seja limitada ao período de 11 dias, observa-se que os temas predominantes foram trabalho e política. A ausência do presidente na discussão sugere que ele pode ter uma posição distinta ou não tenha se manifestado diretamente sobre o assunto durante esse intervalo.",D1;D2;D3;D4;D5;D6;D7;D8;D9;D10;D11;D12;D13;D14;D15,D1;D2;D3;D4;D5,5,5,0,0,2.716,28.51,,0.1,42,2026-06-09T10:32:01
